clean_tweet,relevant,entities,A,B,C
bugtraq security bulletin hpsbgn03677 rev.1 hpe network automation using rpcservlet and java deser bugtraq,1,O O O O O O O O O O O B-PRO O O,1,0,1
threatmeter webapps joomla component j-cruisereservation standard 3.0 city parameter sql injection,0,,1,1,0
threatmeter microsoft office word malicious macro execution,1,O B-ORG B-PRO I-PRO B-VUL I-VUL I-VUL,0,0,1
linux rakos the new linux malware threatening devices and servers securityaffairs,1,B-PRO O O O B-PRO O O O O O O,1,1,0
best hacking tools of 2017 for windows linux and os x,1,O O O O O O B-PRO I-PRO O O O,1,1,1
vulnerability security vuln oracle java se cve-2016-5582 remote security vulnerability,1,O O O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,1
vuln openssl padding oracle incomplete fix information disclosure vulnerability bugtraq,1,O B-PRO O B-ORG O O B-VUL I-VUL I-VUL O,1,0,0
canadian agency breached as hackers exploit cve-2017-5638 flaw in apache struts 2,1,O O O O O O B-ID O O B-PRO I-PRO B-VER,1,1,0
threatmeter how to provide better windows 10 security,1,O O O O O B-PRO B-VER O,0,0,1
threatmeter windows uniscribe object memory handling error lets remote users execute arbitrary code,1,O B-PRO O O O O O O O O B-VUL I-VUL I-VUL,0,0,1
suse sled12 sles12 security update gpg2 suse-su-2018:1698-1 nessus,1,B-PRO I-PRO I-PRO O O O B-ID O,1,1,0
threatmeter vuln oracle fusion middleware cve-2016-3594 remote security vulnerability,1,O O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,0
cybersecurity vuln adobe flash player and air cve-2010-2214 unspecified memory corruption vulnerability infosec,1,O O B-ORG B-PRO I-PRO O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL O,0,0,1
bugtraq secunia research microsoft windows type 1 font processing vulnerability bugtraq,1,O O O B-ORG B-PRO B-VUL I-VUL I-VUL I-VUL I-VUL O,0,0,1
microsoft windows 7 excel starter 2010 xxe information disclosure,1,B-ORG B-PRO B-VER B-PRO I-PRO B-VER B-VUL I-VUL I-VUL,0,0,1
vuln oracle java se cve-2016-3552 local security vulnerability,1,O B-ORG B-PRO I-PRO B-ID O O O,1,0,1
cybersecurity vuln oracle e-business suite cve-2017-3277 remote security vulnerability infosec,1,O O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL O,1,0,0
threatmeter debian dsa-3777-1 libgd2 security update,1,O B-PRO B-ID O O O,0,1,0
rt maldevel update debian flash-player plugin sudo update-flashplugin-nonfree -install,1,O O O B-PRO I-PRO O O O O,0,1,1
cisco prime collaboration provisioning open nice port lets remote users access the target system,0,,0,0,1
how to change the default gravatar on wordpress,0,,0,0,1
threatmeter vuln oracle java se cve-2016-5542 remote security vulnerability,1,O O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,1
vuln linux kernel multiple local memory corruption vulnerabilities,1,O B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
opensuse security update aubio opensuse-2018-651 ,1,B-PRO O O O B-ID,1,0,0
threatmeter vuln linux kernel cve-2016-8666 stack overflow denial of service vulnerability,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
threatmeter vuln linux kernel cve-2015-8967 local privilege escalation vulnerability,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
red hat security advisory 2018-2090-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
threatmeter vuln linux kernel cve-2016-9644 local privilege escalation vulnerability,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
threatmeter google chrome hack,1,O B-ORG B-PRO O,0,0,1
m0rb defcon oh in office challenge accepted ,0,,0,0,1
new vulnerability update bundling with adobe flash exposes windows and microsoft had more vulnerable infosec,1,O O O O O B-ORG B-PRO O B-PRO O B-ORG O O O O,0,0,1
cybersecurity microsoft releases windows 7 kb4012212 and monthly rollup kb4012215 infosec,1,O B-ORG O B-PRO B-VER O O O O O O,0,0,1
threatmeter how clicking whatsapp links is making users vulnerable to cybercrime,0,,0,0,1
atlanta attorney s office gets cybercrime unit new cell created after arrest and extradition of two infosec,0,,0,0,1
amazon linux 2 procps-ng alas-2018-1031 nessus plugin id 110448 with high severity synopsis the remote amazon ,0,,0,1,0
cyber infosec ens sql injection vulnerabilites,0,,1,1,0
critical security update released for flash after patchtuesday delay,1,O O O O O B-PRO O O O,0,0,1
vuln adobe flash player and air cve-2010-2214 unspecified memory corruption vulnerability,1,O B-ORG B-PRO I-PRO O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL,0,0,1
holding shift f10 during windows 10 updates opens root cli bypasses bitlocker,1,O O O O B-PRO B-VER O O B-VUL I-VUL O B-PRO,0,0,1
microsoft windows 10 server 2016 kernel memory address handler information disclosure,1,B-ORG B-PRO B-VER B-PRO B-VER B-PRO O O O B-VUL I-VUL,0,0,1
threatmeter mcafee virus scan enterprise for linux remote code execution,1,O B-ORG B-PRO I-PRO I-PRO O B-PRO B-VUL I-VUL I-VUL,1,1,1
threatmeter google fixes 12 high-severity flaws in chrome browser,1,O B-ORG O O O O O B-PRO O,0,1,1
image gallery plugin 1.9.65 on wordpress stored cross site scripting,0,,0,0,1
wpbeginner glossary what is excerpt in wordpress how to add excerpt in posts,0,,0,0,1
slackware security advisory gnupg updates packetstorm,0,,0,1,0
threatmeter vu 245327 mcafee virus scan enterprise contains multiple vulnerabilities,1,O B-ID I-ID B-ORG B-PRO I-PRO I-PRO O B-VUL I-VUL,0,0,1
cybersecurity lastpass extensions can be made to cough up passwords deliver malware infosec,0,,0,0,1
opensuse security update xen opensuse-2018-599 meltdown spectre ,1,B-PRO O O O B-ID B-VUL I-VUL,1,0,0
threatmeter vuln linux kernel kvm emulate.c information disclosure vulnerability,1,O O B-PRO I-PRO O O B-VUL I-VUL I-VUL,1,1,0
office-themed phishes have 20 success rate,1,O O O O O O,0,0,1
threatmeter symsa1400-sa145 apache struts 2 rce vulnerability symantec network protection products using affect ,1,O B-ID B-PRO I-PRO B-VER B-VUL I-VUL O O O O O O,1,1,0
suse sles11 security update kernel suse-su-2016:2976-1 nessus,1,B-PRO I-PRO O O B-PRO B-ID O,1,1,0
bugtraq re oss-security docker 1.12.6 security advisory,1,O O O B-PRO B-VER B-ID I-ID,1,0,0
vuln adobe flash player apsb17-07 multiple memory corruption vulnerabilities,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,0,0,1
oracle patches 270 vulnerabilities in first patch update of 2017,1,B-ORG O O O O O O O O O,1,0,0
suse sles11 security update xen suse-su-2016:3044-1 nessus,1,B-PRO I-PRO O O O B-ID O,1,1,0
windows smb zero-day exploit on the loose darkreading,1,B-PRO O O O O O O O,0,0,1
adobe flash player 22.0.0.211 execute code vulnerability,1,B-ORG B-PRO I-PRO B-VER B-VUL I-VUL I-VUL,0,0,1
vuln linux kernel cve-2016-6130 local information disclosure vulnerability linux kernel cve-2016-6130 infosec,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL B-PRO I-PRO B-ID O,1,1,0
new vulnerability update bundling with adobe flash exposes windows and microsoft had more vulnerable products,1,O O O O O B-ORG B-PRO O B-PRO O B-ORG O O O O,0,0,1
password manager heightens online security,0,,0,0,1
vuln linux kernel multiple information disclosure vulnerabilities,1,O B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL,1,1,0
excellent advice for those looking to form or join an advisory board by thomas bennett,0,,0,0,1
vuln apache tomcat cve-2016-6794 security bypass vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,0
red hat security advisory 2018-2113-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
threatmeter linux kernel 4.4.0 ubuntu dccp double-free poc,1,O B-PRO I-PRO B-VER B-PRO O B-VUL O,1,1,0
threatmeter windows smb 0-day risk downplayed,1,O B-PRO O O O O,0,0,1
cybersecurity all you need to know about yubikey for windows hello and windows 10 infosec,0,,0,0,1
threatmeter suse sled12 sles12 security update recommended update for mariadb suse-su-2016:2933-1 ,1,O B-PRO I-PRO I-PRO O O O O O B-ORG B-ID,1,0,0
cisco web security appliance l4 traffic monitor bypass nessus plugin id 110535 with high severity synopsis the ,0,,0,1,0
vuln microsoft windows kernel win32k.sys cve-2016-7255 local privilege escalation vulnerability,1,O B-ORG B-PRO I-PRO O B-ID B-VUL I-VUL I-VUL I-VUL,0,0,1
rt hansesecure port forwarding in windows with native netsh infosec pentest exploitdev,0,,0,0,1
threatmeter vuln linux kernel cve-2016-2069 tlb flush local security bypass vulnerability,1,O O B-PRO I-PRO B-ID O O B-VUL I-VUL I-VUL I-VUL,1,1,0
old linux kernel code execution bug patched a local race condition vulnerability in the af_packet infosec,1,O B-PRO I-PRO B-VUL I-VUL O O O B-VUL I-VUL I-VUL I-VUL O O O O,1,1,0
windows 10 still needs emet exploit protection us cert tells microsoft,1,B-PRO B-VER O O O O O O O O B-ORG,0,0,1
threatmeter vmware vsphere client 5.5 6.0 xxe privilege escalation,1,O B-PRO I-PRO O B-VER I-VER B-VUL I-VUL I-VUL,1,0,0
vuln apache tomcat cve-2016-6794 security bypass vulnerability apache tomcat cve-2016-6794 security infosec,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL B-PRO I-PRO B-ID O O,1,0,0
suse sled12 sles12 security update kernel suse-su-2016:3039-1 nessus,1,B-PRO I-PRO I-PRO O O B-PRO B-ID O,1,1,0
wa auditor general recommends inter-agency cooperation to counter malware the state s office of the infosec,0,,0,0,1
ubuntu security usn-3144-1 linux kernel vulnerability,1,B-PRO O B-ID B-PRO I-PRO O,1,1,0
debian dsa-4218-1 memcached security update,1,B-PRO B-ID I-ID O O,0,1,0
work doesn t stop and neither does our delllatitude 13 3000 2-in-1 which received an excellent review from crn: ,0,,0,0,1
webapps auction script 6.49 sql injection,0,,1,1,0
davidjwbailey pretty cool right are you working on any interesting projects with windows 10 at the moment ,0,,0,0,1
vuln oracle outside in technology cve-2018-2801 remote security vulnerability,1,O B-ORG B-PRO I-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,0
auction script 6.49 sql injection,0,,1,1,0
dicker_uio ah okay let s have you try this windows blue screen troubleshooter let us know how it goes.,0,,0,0,1
glsa-201806-01 gnu wget cookie injection nessus plugin id 110522 with medium severity synopsis the remote ,0,,0,1,0
debian security advisory 4215-1 packetstorm,1,B-PRO B-ID I-ID I-ID O,0,1,0
rhel 7 plexus-archiver rhsa-2018:1836 nessus,1,B-PRO B-VER O B-ID O,0,1,1
ms17-006 critical cumulative security update for internet explorer 4013073 version 1.0,1,B-ID O O O O O B-PRO I-PRO B-ID O B-VER,0,0,1
na cve-2016-7257 the gdi component in microsoft windows vista ,1,O B-ID O O O O B-ORG B-PRO I-PRO,0,0,1
cve-2017-6074 a new 11-year old linux kernel flaw hacking linux,1,B-ID O O O O B-PRO I-PRO O O B-PRO,1,1,0
rhel 7 git rhsa-2018:1957 nessus,1,B-PRO B-VER O B-ID O,0,1,1
debian security advisory 4233-1 advisory,1,B-PRO B-ID I-ID I-ID O,0,1,0
ms16-155 important security update for .net framework 3205640 version 2.0 severity rating infosec,1,B-ID O O O O B-PRO I-PRO B-ID O B-VER O O O,0,0,1
netsec news one in five wordpress plugins is vulnerable,0,,0,0,1
ms16-148 critical security update for microsoft office 3204068 version 1.0 severity rating infosec,1,B-ID O O O O B-ORG B-PRO B-ID O B-VER O O O,0,0,1
awesumsawz that s fantastic are any apps or features in windows 10 helping you stay productive at the moment ,0,,0,0,1
thesassjacket that s great how have you been enjoying windows lately ,0,,0,0,1
google chrome desktop update mends 36 vulnerabilities,1,B-ORG B-PRO O O O O O,0,0,1
vuln linux kernel cve-2017-5546 local denial of service vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
vuln microsoft internet explorer and edge cve-2016-7281 security bypass vulnerability bugtraq,1,O B-ORG B-PRO I-PRO O B-PRO B-ID B-VUL I-VUL I-VUL O,0,0,1
vuln apache tomcat cve-2016-6816 security bypass vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,0
threatmeter local microsoft com for windows privilege escalation,1,O O B-ORG O O B-PRO B-VUL I-VUL,0,0,1
cve-2017-6074 a new 11-year old linux kernel flaw discovered,1,B-ID O O O O B-PRO I-PRO O O,1,1,0
redhat rhsa-2018-1820:01 important red hat virtualization security infosec,1,B-ORG B-ID O B-ORG I-ORG O O O,1,0,1
linux kernel 4.9 officially released,1,B-PRO I-PRO B-VER O O,1,1,0
dell s xtremio has a new reseller in japan their all-flash rival fujitsu,0,,0,0,1
bugtraq joomla com_carocci component isbn parameter sql injection vulnerability bugtraq,0,,1,1,0
ubuntu security notice usn-3144-1 advisory,1,B-PRO B-ID I-ID I-ID O,0,1,0
vuln adobe flash player apsb17-07 multiple use after free remote code execution vulnerabilities,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL O,0,0,1
microsoft windows 7 sp1 event viewer file information disclosure,1,B-ORG B-PRO B-VER O O O B-VUL I-VUL I-VUL,0,0,1
red hat security advisory 2017-0574-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
centos 7 ipsilon cesa-2016:2809 nessus,1,B-PRO B-VER O B-ID O,1,1,0
home amp office doctor who st john ambulance 20oz mug rehydrate just doesn t have the same ring as infosec,0,,0,0,1
vuln apache tomcat security manager cve-2016-6796 security bypass vulnerability,1,O B-PRO I-PRO O O B-ID B-VUL I-VUL I-VUL,1,0,0
vuln oracle outside in technology cve-2018-2806 remote security vulnerability bugtraq,1,O B-ORG B-PRO I-PRO I-PRO B-ID B-VUL I-VUL I-VUL O,1,0,0
mcafee virusscan for linux vulnerabilities gave hackers root access,1,B-ORG B-PRO O B-PRO O O O B-VUL I-VUL,1,1,1
cyber infosec urban communications sql injection,0,,1,1,0
sap businessobjects financial consolidation 10.0.0.1933 cross site scripting exploit,1,B-ORG O O O B-VER B-VUL I-VUL I-VUL O,0,0,1
hackers now hit mysql databases with ransomware,1,O O O B-PRO O O O,1,1,0
threatmeter suse sles12 security update kernel suse-su-2017:0249-1 ,1,O B-PRO I-PRO O O B-PRO B-ID,1,0,0
what s ahead for scada ics cyber security in 2017,1,O O O O B-PRO O O O O O,0,0,1
vuln apache tomcat cve-2016-8735 remote code execution vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,0,0
debian dla-1403-1 zendframework security update nessus,1,B-PRO B-ID O O O O,0,1,0
oracle linux 7 libvirt elsa-2018-1997 spectre nessus,1,B-ORG B-PRO B-VER O B-ID B-VUL O,1,1,0
how to display yelp reviews on your wordpress site,0,,0,0,1
vuln adobe flash player apsb16-39 unspecified use after free remote code execution vulnerability,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
vuln linux kernel cve-2016-8650 null pointer deference local denial of service vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
the latest linux webserver security thanks to wpverse wordpress fix,0,,1,1,1
rt mcafee_labs following the announcement of new information from cisco talos on vpnfilter our team shares recommendations and u ,0,,0,0,1
threatmeter mariadb 5.5.x lt 5.5.52 multiple vulnerabilities,1,O B-ORG B-VER I-VER I-VER B-VUL I-VUL,1,0,0
openstack cinder 7.0.2 denial of service vulnerability,1,B-PRO O B-VER B-VUL I-VUL I-VUL I-VUL,1,0,0
vuln linux kernel multiple remote denial of service vulnerability,1,O B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
tessthe5th those are some epic choices how long have you been a windows user ,0,,0,0,1
vuln linux kernel cve-2016-4482 local information disclosure vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
vuln linux kernel cve-2016-6480 local information disclosure vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
threatmeter holding shift f10 during windows 10 updates opens root cli bypasses bitlocker,1,O O O O O B-PRO B-VER O O B-VUL I-VUL O B-PRO,0,0,1
rt java how to use the java native interface to work directly with an,0,,1,0,1
threatmeter symsa1400-sa145 apache struts 2 rce vulnerability,1,O B-ID B-PRO I-PRO B-VER B-VUL I-VUL,1,1,0
rhel 5 jboss eap rhsa-2017:0246 nessus,1,B-PRO B-VER B-PRO I-PRO B-ID O,1,1,1
linux kernel 4.7 denial of service vulnerability,1,B-PRO I-PRO B-VER B-VUL I-VUL I-VUL I-VUL,1,1,0
ms16-151 important security update for windows kernel-mode drivers 3205651 version 1.0,1,B-ID O O O O B-PRO I-PRO I-PRO B-ID O B-VER,0,0,1
jboss 4.0.2 cross site scripting packetstorm,1,B-PRO B-VER B-VUL I-VUL I-VUL O,1,1,0
another schneider vuln plaintext passwords on client-side ram resolved theregister,0,,0,0,1
threatmeter sap trex 7.10 execute code vulnerability,1,O B-ORG B-PRO B-VER B-VUL I-VUL I-VUL,0,0,1
opensuse security update java-1_8_0-openjdk opensuse-2018-641 ,1,B-PRO O O B-PRO B-ID,1,0,1
gadi_fe that s amazing gadi which other features are you enjoying in windows 10 ,0,,0,0,1
fedora 27 singularity 2018-02051f8300 nessus plugin id 110573 with high severity synopsis the remote fedora ,0,,0,1,0
mrrafaelsantana hey rafael thanks for your support as a windows insider how are you enjoying the latest build so far ,0,,0,0,1
sparkjava 2.5 directory traversal vulnerability,0,,1,0,1
suse sles11 security update libvncserver suse-su-2017:0104-1 nessus,1,B-PRO I-PRO O O O B-ID O,1,1,0
debian dsa-3783-1 php5 security update,1,B-PRO B-ID B-PRO O O,0,1,0
galaxyjimin27 pretty cool right are you enjoying any other new features in windows 10 at the moment ,0,,0,0,1
vuln oracle java se cve-2016-5568 use-after-free remote code execution vulnerability,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL,1,0,1
red hat security advisory 2016-2994-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
patch now sap february updates address a total of 22 flaws,1,O O B-ORG O O O O O O O O,0,0,1
red hat security advisory 2018-1784-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
raspberry pi as physical backdoor to office networks,0,,0,0,1
threatmeter google chrome up to 54 blink heap-based buffer overflow,1,O B-ORG B-PRO B-VER I-VER I-VER O B-VUL I-VUL I-VUL,0,0,1
vulnerability security vuln microsoft office cve-2017-0003 memory corruption vulnerability,1,O O O B-ORG B-PRO B-ID B-VUL I-VUL I-VUL,0,0,1
threatmeter debian dsa-3752-1 pcsc-lite security update,1,O B-PRO B-ID O O O,0,1,0
threatmeter image sharing script 4.13 postcomment.php id sql injection,0,,1,1,0
threatmeter microsoft windows 7 in 2017 is so outdated that patches can t keep it secure,1,O B-ORG B-PRO B-VER O O O O O O O O O O O O,0,0,1
chrome 56 crypto upgrade makes thousands of computers using bluecoat to fail google s latest chrome infosec,1,B-PRO B-VER O O O O O O O O O O B-ORG O O B-PRO O,0,0,1
threatmeter vuln linux kernel cve-2016-1583 stack-based buffer overflow vulnerability,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
matthewcisler fantastic how long have you been a windows user ,0,,0,0,1
ubuntu security notice usn-3672-1 advisory,1,B-PRO O O B-ID O,0,1,0
threatmeter windows system information 6.1.7601 xxe injection,1,O B-PRO O O B-VER B-VUL I-VUL,0,0,1
vuln microsoft windows graphics component cve-2017-0108 remote code execution vulnerability bugtraq,1,O B-ORG B-PRO O O B-ID B-VUL I-VUL I-VUL I-VUL O,0,0,1
cve-2017-2927 apsb17-02 adobe flash player heap overflow remote code execution i mcafee,1,B-ID I-ID B-ORG B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL I-VUL O B-ORG,0,0,1
talktalk and post office routers downed in mirai botnet attack,1,O O O O O O O B-VUL I-VUL I-VUL,0,0,1
threatmeter java se mission control insecure transport man-in-the-middle,1,O B-PRO I-PRO O O B-VUL I-VUL I-VUL,1,0,1
cve-2016-8823 all versions of nvidia windows gpu display driver contain a vulnerability in the kernel mode layer h ,1,B-ID O O O B-ORG B-PRO O O O O O O O O B-PRO O O O,0,0,1
vulnerability security shellcode windows x64 download amp execute shellcode 358 bytes ,1,O B-VUL I-VUL B-PRO B-VER O B-PRO B-VUL I-VUL O O,0,0,1
cyber infosec upgeneration sql injection vulnerability,0,,1,1,0
itsbettioua we re glad you re a fan are you currently a windows user ,0,,0,0,1
vuln apache tomcat cve-2016-6794 security bypass vulnerability apache tomcat cve-2016-6794 security infosec,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL B-PRO I-PRO B-ID O O,1,0,0
vmware nsx edge information disclosure vmsa-2016-0007 nessus,0,,0,1,0
